"","name","degree","degree_in","degree_out","eigen","community"
"3368","Taian Cancer Hospital",1,1,0,1.76330500446235e-10,"1"
"3369","Taihe Hospital",2,2,0,3.52661000945706e-10,"1"
"3370","The Affiliated Hospital of the Chinese Academy of Military Medical Sciences",3,3,0,2.90183394839117e-10,"1"
"3371","The First Affiliated Hospital of Guangdong Pharmaceutical University",3,3,0,2.97286951981863e-10,"1"
"3372","The Third Affiliated Hospital of Soochow University",3,3,0,1.14393161418072e-09,"1"
"3373","Wuxi No. 4 People's Hospital",1,1,0,1.76330500638225e-10,"1"
"3374","Xijing Hospital, Air Force Medical University",1,1,0,1.76330500254218e-10,"1"
"3375","Yuebei People's Hospital",3,3,0,2.73220468692484e-10,"1"
"3376","900 th Hospital of Joint Logistics Support Force",1,1,0,4.81821095755067e-12,"1"
"3377","First Affiliated Hospital of Fujian Medical University",4,4,0,6.30682091520342e-10,"1"
"3378","Lanzhou Military Region General Hospital",1,1,0,4.81821106152318e-12,"1"
"3379","Longyan Affiliated Hospital, Fujian Medical University",1,1,0,4.81821123622668e-12,"1"
"3380","Longyan City First Hospital",2,2,0,1.06526390008956e-10,"1"
"3381","The Affiliated Hospital(Group) of Putian University",1,1,0,4.81821104006198e-12,"1"
"3382","The First Hospital of Putian City",1,1,0,4.81821109004306e-12,"1"
"3383","The First Hospital of Putian City, Putian, Fujian",1,1,0,4.81821123194316e-12,"1"
"3384","The Fourth Hospital of Hebei Medical University and Hebei Tumor Hospital",1,1,0,4.81821109569706e-12,"1"
"3385","The Second Affiliated Hospital of Fujian Medical University",2,2,0,9.70627919942123e-11,"1"
"3386","Zhangzhou Affiliated Hospital of Fujian Medical University",1,1,0,4.81821101616525e-12,"1"
"3387","Zhangzhou Municipal Hospital of Fujian Province",1,1,0,9.63642231027172e-12,"1"
"3388","Human Genome Center, Institute of Medical Science, University of Tokyo",7,7,0,0,"21"
"3389","Kanagawa Cancer Center",1,1,0,0,"21"
"3390","Institute of Health and Medical Technology, Hefei Institutes of Physical Science, Chinese Academy of Sciences",1,1,0,0,"121"
"3391","Precedo Pharmaceuticals Co. Ltd.",1,1,0,0,"121"
"3392","Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou 215163, China",1,1,0,0,"121"
"3393","Bocconi University",1,1,0,1.19961174170828e-11,"28"
"3394","European Commission",4,4,0,4.30220152533572e-06,"28"
"3395","FCiências.ID - Associação para a Investigação e Desenvolvimento de Ciências (Lisbon, Portugal)",1,1,0,1.19961175127934e-11,"28"
"3396","INESC TEC - Institute for Systems and Computer Engineering, Technology and Science (Porto, Portugal)",1,1,0,1.19961174844466e-11,"28"
"3397","University of Lisbon",1,1,0,1.19961175339273e-11,"28"
"3398","Fundacion iSYS, internet, salud y sociedad",1,1,0,7.03689103437011e-11,"24"
"3399","Pierre Fabre Ibérica, S.A.",2,2,0,0,"5"
"3400","Complejo Hospitalario de Navarra",3,3,0,0,"24"
"3401","Hospital Clínico Universitario de Santiago de Compostela",1,1,0,0,"24"
"3402","Hospital General Universitario Elche",2,2,0,0,"24"
"3403","Hospital General de Ciudad Real",2,2,0,0,"24"
"3404","Hospital Mutua de Terrassa",1,1,0,0,"24"
"3405","Hospital Provincial de Castellon",1,1,0,0,"24"
"3406","Hospital Universitario Central de Asturias",1,1,0,0,"24"
"3407","Hospital Universitario La Paz",1,1,0,0,"24"
"3408","Hospital de Sant Joan Despí Moisès Broggi",2,2,0,1.39096157272542e-09,"24"
"3409","Quironsalud",1,1,0,0,"24"
"3410","Instituto Colombiano para el Desarrollo de la Ciencia y la Tecnología (COLCIENCIAS)",2,2,0,4.15244371158159e-15,"19"
"3411","Complejo Hospitalario Universitario de Vigo",3,3,0,1.39096157277703e-09,"24"
"3412","Hospital Alemão Oswaldo Cruz",1,1,0,0,"24"
"3413","Marcello Di Martino",1,1,0,0,"24"
"3414","Syntax for Science, S.L",1,1,0,0,"122"
"3415","Hospital Central del IPS",1,1,0,3.70323736456851e-08,"16"
"3416","INSTITUTO ALEXANDER FLEMING",1,1,0,3.70323736458096e-08,"16"
"3417","IPATIMUP - Instituto De Patologia E Imunologia Molecular Da Universidade Do Porto",2,2,0,3.70323736451859e-08,"16"
"3418","Vall d'Hebron Institute of Oncology (VHIO)",4,4,0,0.00010632216839131,"16"
"3419","University of Ioannina",2,2,0,0,"123"
"3420","Donetsk National Medical University",1,1,0,1.63291268375093e-20,"71"
"3421","Laboratory Corporation of America",1,1,0,2.59697155846491e-06,"11"
"3422","Methodology and quality of life unit in oncology, University hospital of Besancon",1,1,0,4.64367407731998e-06,"5"
"3423","OSE Immunotherapeutics",1,1,0,4.64367407731963e-06,"5"
"3424","PharmaMar",1,1,0,1.86214249657771e-12,"5"
"3425","Aju Pharm",1,1,0,2.29392178020467e-15,"25"
"3426","Ahmad Dahlan University",1,1,0,0,"124"
"3427","Dr. Kariadi General Hospital",1,1,0,0,"124"
"3428","LPDP, Kementerian Keuangan, Indonesia",1,1,0,0,"124"
"3429","PT Konimex",1,1,0,0,"124"
"3430","LEO Pharma",2,2,0,1.73419230922196e-06,"6"
"3431","Hospital Escola Alvaro Alvim",1,1,0,0,"125"
"3432","Hospital Santa Casa de Misericordia de Campos",1,1,0,0,"125"
"3433","Universidade Estadual do Norte Fluminense (UENF)",1,1,0,0,"125"
"3434","Seoul National University",2,2,0,9.8070345492778e-15,"25"
"3435","North Shore University Hospital",1,1,0,0,"5"
"3436","The First Affiliated Hospital of Air Force Military Medical University (Xijing Hospital)",1,1,0,1.1659859679276e-11,"1"
"3437","Austrian Breast and Colorectal Cancer Group",1,1,0,0.000481060757063841,"7"
"3438","Seragon Pharmaceuticals",1,1,0,0.000481060757063841,"7"
"3439","Army Medical University, China",1,1,0,8.82676317519504e-12,"1"
"3440","Beijing Youan Hospital,Capital Medical University Beijing Institute of Hepatology",1,1,0,0,"1"
"3441","First Affiliated Hospital of Kunming Medical University",9,9,0,4.97020325829331e-10,"1"
"3442","Guangzhou eighth People's Hospital ,Guangzhou Medilcal University",1,1,0,0,"1"
"3443","Piedmont Transplant Institute. 1968 Peachtree Road, NW | 77 Building, 6th Floor | Atlanta, GA 30309",1,1,0,0,"1"
"3444","Ruijin Hospital, Shanghai Jiaotong University School",1,1,0,0,"1"
"3445","Wuxi No.5 People's Hospital",1,1,0,0,"1"
"3446","Registrat-Mapi",1,1,0,6.15184055339564e-05,"6"
"3447","Soon Chun Hyang University",2,2,0,6.75181808116085e-15,"25"
"3448","The Catholic Univ. of Korea Bucheon ST. Mary's Hospital",1,1,0,5.20183416798073e-18,"25"
"3449","Wonju Severance Christian Hospital",2,2,0,1.58206394575572e-15,"25"
"3450","Sellas Life Sciences Group",1,1,0,0,"7"
"3451","Anixa Biosciences, Inc.",1,1,0,0,"7"
"3452","Abbott",6,6,0,2.81826917315674e-06,"5"
"3453","BioXcel Therapeutics Inc",1,1,0,8.56862393375361e-08,"5"
"3454","Caris Life Sciences, Inc",1,1,0,8.56862393376467e-08,"5"
"3455","Companion Diagnostics, Inc.",1,1,0,8.56862393379876e-08,"5"
"3456","George Mason University",3,3,0,8.56862393376495e-08,"5"
"3457","Natera, Inc.",14,14,0,0.014626036062721,"7"
"3458","Sinai Health System",1,1,0,8.5686239337746e-08,"5"
"3459","Theranostics Health, Inc",1,1,0,8.56862393376299e-08,"5"
"3460","Crolll Gmbh",1,1,0,0,"5"
"3461","Estimate, GmbH",1,1,0,0,"5"
"3462","AMS Advanced Medical Services GmbH",1,1,0,1.66314368059509e-05,"5"
"3463","Spanish Breast Cancer Research Group (GEICAM) (GEICAM)",1,1,0,1.6631436805951e-05,"5"
"3464","Stemline Therapeutics, Inc.",1,1,0,1.66314368059509e-05,"5"
"3465","Teva Pharmaceuticals USA",2,2,0,3.32628736119013e-05,"5"
"3466","Vifor Pharma",1,1,0,1.66314368059509e-05,"5"
"3467","Central Institute of Mental Health, Mannheim",1,1,0,1.37319359420691e-08,"16"
"3468","Deutsche Krebshilfe e.V., Bonn (Germany)",8,8,0,1.39235650087517e-08,"16"
"3469","German Federal Ministry of Education and Research",6,6,0,1.65330994120356e-08,"16"
"3470","University of Heidelberg Medical Center",2,2,0,1.54025209476294e-08,"16"
"3471","California Institute for Regenerative Medicine (CIRM)",1,1,0,7.83515120950601e-06,"11"
"3472","Y-mAbs",1,1,0,0,"126"
"3473","California Oncology Research Institute",1,1,0,0,"127"
"3474","Doterra Healing Hands Foundation",1,1,0,0,"127"
"3475","Helen Rey Breast Cancer Research Foundation",1,1,0,0,"127"
"3476","Agaplesion Markus Krankenhaus gGmbH",1,1,0,8.41386352358613e-07,"5"
"3477","AG2R La Mondiale",1,1,0,0,"128"
"3478","Espoir Isère Cancer",1,1,0,0,"128"
"3479","GEFLUC",1,1,0,0,"128"
"3480","TIMC-IMAG",1,1,0,0,"128"
"3481","Pivotal S.L.",2,2,0,0,"28"
"3482","Vall d'Hebron Institute of Oncology (VHIO) (VHIO)",1,1,0,0,"28"
"3483","MFAR",1,1,0,0,"11"
"3484","GRACE Group",1,1,0,0,"129"
"3485","REDGERM",1,1,0,0,"129"
"3486","Sociedad Española de Cirugía de la Obesidad",1,1,0,0,"129"
"3487","Trial Form Support S.L.",1,1,0,0,"5"
"3488","Hematooncologos S.A.",1,1,0,0,"130"
"3489","Istituto Nazionale Tumori di Napoli",1,1,0,4.14881873250996e-06,"10"
"3490","Unità Sperimentazioni cliniche",1,1,0,4.14881873250964e-06,"10"
"3491","Arithmos srl",1,1,0,4.14880685466655e-06,"10"
"3492","Clirest s.r.l.",1,1,0,4.14880685466675e-06,"10"
"3493","Mipharm SpA",1,1,0,4.14880685466665e-06,"10"
"3494","Temas srl",1,1,0,4.14880685466688e-06,"10"
"3495","University Hospital of Parma: Department of Biomedical, Biotechnological and Translational Sciences, Pathological Anatomy and Histology Unit",1,1,0,4.14880685466676e-06,"10"
"3496","University Hospital of Parma:Laboratory of Viral Immunopathology, Unit of Infectious Diseases and Hepatology",1,1,0,4.14880685466662e-06,"10"
"3497","University Hospital of Parma:Statistica medica ed epidemiologia clinica-UO Ricerca e Innovazione",1,1,0,4.14880685466681e-06,"10"
"3498","Guangzhou First People's Hospital",3,3,0,6.49778800663305e-10,"1"
"3499","Guangzhou General Hospital of Guangzhou Military Command",2,2,0,3.54234245411051e-11,"1"
"3500","Baotou Cancer Hospital",2,2,0,6.02334782069435e-11,"1"
"3501","Dongguan People's Hospital",2,2,0,2.17846421240313e-10,"1"
"3502","Guangzhou Panyu Central Hospital",1,1,0,2.40664845094047e-11,"1"
"3503","Guangzhou Sport University",1,1,0,2.40664848858883e-11,"1"
"3504","Haplox",1,1,0,2.40664846827169e-11,"1"
"3505","Longgang District Central Hospital of Shenzhen",1,1,0,2.40664847118659e-11,"1"
"3506","Shenzhen Third People's Hospital",1,1,0,2.40664845252999e-11,"1"
"3507","The Affiliated Cancer Hospital of Guangzhou Medical University",1,1,0,2.40664846511457e-11,"1"
"3508","The First Affiliated Hospital of Shantou Univesity Medical College",1,1,0,2.40664847399784e-11,"1"
"3509","The First Afiiliated Hospital of Shantou University Medical College",1,1,0,2.40664844251881e-11,"1"
"3510","The General Hospital of Southern Theater Command",1,1,0,4.81329696140583e-11,"1"
"3511","BGI-Shenzhen",1,1,0,0,"1"
"3512","Affiliated Hospital of Nanjing University of Traditional Chinese Medicine",1,1,0,0,"1"
"3513","The Fifth People's Hospital of Dongguan City",1,1,0,1.38296599133023e-12,"1"
"3514","The Affiliated Cancer Hospital of Xiangya School of Medicine Central South University",1,1,0,0,"1"
"3515","Gundersen Lutheran Health System",1,1,0,0,"131"
"3516","Jinan Central Hospital",4,4,0,1.19748389956798e-10,"1"
"3517","Advanced Accelerator Applications",2,2,0,4.30242356557605e-06,"5"
"3518","Bankhead-Coley Cancer Research Program",1,1,0,1.83996403406437e-07,"7"
"3519","Cancer Treatment Research Foundation",1,1,0,1.83996403406471e-07,"7"
"3520","Canopy Cancer Collective",1,1,0,3.67992806812888e-07,"7"
"3521","Florida Breast Cancer Foundation",1,1,0,1.83996403406522e-07,"7"
"3522","Florida Department of Health",2,2,0,4.25334500902876e-07,"46"
"3523","Horizon Pharma Ireland, Ltd., Dublin Ireland",1,1,0,1.83996403406396e-07,"7"
"3524","ImmunoRestoration",1,1,0,1.83996403406426e-07,"7"
"3525","Janssen Scientific Affairs, LLC",1,1,0,1.83996403406469e-07,"7"
"3526","Karyopharm Therapeutics Inc",4,4,0,3.46577524624643e-05,"17"
"3527","National Gene Vector Laboratory",1,1,0,1.83996403406401e-07,"7"
"3528","ONS Foundation",1,1,0,1.83996403406413e-07,"7"
"3529","Provectus Pharmaceuticals",1,1,0,1.8399640340641e-07,"7"
"3530","Saladax Biomedical, Inc.",1,1,0,1.83996403406438e-07,"7"
"3531","Tampa General Hospital",1,1,0,1.83996403406183e-07,"7"
"3532","Turnstone Biologics, Corp.",1,1,0,1.83996403406555e-07,"7"
"3533","mProbe Inc.",1,1,0,0,"132"
"3534","Buddy Healthcare Ltd OY",1,1,0,0,"133"
"3535","Canada-Kazakhstan EpiTerapia Inc.",1,1,0,0,"134"
"3536","International Centre for Diarrhoeal Disease Research, Bangladesh",1,1,0,0,"134"
"3537","Kazakh Research Institute of Oncology & Radiology",1,1,0,0,"134"
"3538","Montreal EpiTerapia Inc.",1,1,0,0,"134"
"3539","National cancer institute -Misurata",1,1,0,0,"135"
"3540","Shanghai Institute of Materia Medica, Chinese Academy of Sciences",1,1,0,0,"136"
"3541","HK inno.N Corporation",3,3,0,3.47133668475503e-14,"25"
"3542","Handok Inc.",1,1,0,4.91727343573847e-15,"25"
"3543","Jeil Pharmaceutical Co., Ltd.",1,1,0,1.96692237321683e-14,"25"
"3544","St. Joseph's Healthcare Hamilton",2,2,0,3.46558340057336e-06,"6"
"3545","Anhui Kedgene Biotechnology Co.,Ltd",1,1,0,2.14925845892288e-12,"1"
"3546","The Second Hospital of Jia Xing",1,1,0,0,"137"
"3547","National OncoVenture",1,1,0,0,"11"
"3548","Genzyme, a Sanofi Company",5,5,0,1.86411462837133e-06,"7"
"3549","Bach Mai Hospital",1,1,0,0,"138"
"3550","Hanoi Medical University Hospital",1,1,0,0,"138"
"3551","Ministry of Health of Vietnam",1,1,0,0,"138"
"3552","Helse-Bergen HF",2,2,0,1.66610325567287e-09,"13"
"3553","Harvard Vanguard Medical Associates",1,1,0,0,"11"
"3554","Ministry of Health, Labour and Welfare, Japan",2,2,0,6.62598347907522e-05,"31"
"3555","HatYai Hospital",1,1,0,0,"139"
"3556","Helse Vest",1,1,0,6.47012234299466e-09,"13"
"3557","Cefak KG, Kempten",1,1,0,1.67058500649295e-09,"16"
"3558","DLR German Aerospace Center",1,1,0,1.67058500619261e-09,"16"
"3559","Dafra Pharma",1,1,0,1.67058500642182e-09,"16"
"3560","HEIFAN-Heidelberger Förderverein d. Ambulanz f. Naturheilkunde eV, Heidelberg, Germany",1,1,0,1.67058500637224e-09,"16"
"3561","Hector-Stiftung",1,1,0,3.3411700124806e-09,"16"
"3562","Klinikum Frankfurt Höchst",1,1,0,1.67058500616842e-09,"16"
"3563","Monika-Kutzner Stiftung, Berlin, Germany",1,1,0,1.67058500644341e-09,"16"
"3564","SLK Kliniken Heilbronn GmbH",1,1,0,1.67058500641135e-09,"16"
"3565","Schwabe-Wenex International Ltd",1,1,0,1.67058500622832e-09,"16"
"3566","Siemens Medical Solutions",3,3,0,2.4357413933553e-07,"7"
"3567","Ursapharm, Saarbrücken",1,1,0,1.6705850062961e-09,"16"
"3568","Verein für Krebsforschung, Arlesheim, Swizzerland",1,1,0,1.67058500639198e-09,"16"
"3569","Weleda AG, D-73525 Schwäbisch Gmünd",1,1,0,1.67058500640603e-09,"16"
"3570","Helio Health Inc., Irvine, CA",1,1,0,0,"140"
"3571","Laboratory for Advanced Medicine, Guangzhou",1,1,0,0,"140"
"3572","Evangelische Kliniken Gelsenkirchen",1,1,0,0,"19"
"3573","Hospital de Câncer de Barretos",2,2,0,0,"19"
"3574","Instituto Nazionale Tumori Fondazione Pascale",1,1,0,0,"19"
"3575","Kansai Medical University",1,1,0,0,"19"
"3576","King Hussein Cancer Center",2,2,0,3.42792698257448e-05,"19"
"3577","Mekelle University",1,1,0,0,"19"
"3578","National Center for Global Health and Medicine, Japan",1,1,0,0,"19"
"3579","National Taiwan University",1,1,0,0,"19"
"3580","Oncology Department Hospital of Navarre",1,1,0,0,"19"
"3581","Tikur Anbessa Hospital",1,1,0,0,"19"
"3582","Tumor- und Brust-zentrum ZeTuP St. Gallen",1,1,0,0,"19"
"3583","University Hospital Regensburg",2,2,0,2.91032542955336e-09,"19"
"3584","University Hospital Rijeka",1,1,0,0,"19"
"3585","University Medical Center Freiburg",1,1,0,0,"19"
"3586","Hellenic Society of Medical Oncology",1,1,0,4.1408721617385e-06,"5"
"3587","University Hospital of Crete",2,2,0,7.86738086758577e-05,"141"
"3588","Oslo universitetssykehus HF",1,1,0,1.66610325645285e-09,"13"
"3589","Sorlandet Hospital HF",3,3,0,1.87893257762981e-08,"13"
"3590","Finnish Cancer Society",1,1,0,2.17521606137839e-10,"142"
"3591","Ortho Biotech, Inc.",4,4,0,7.64505580883037e-05,"5"
"3592","Rongchang Biopharmaceutical",1,1,0,3.81848239985346e-11,"1"
"3593","Zhengda Tianqing Pharmaceutical Group Co., Ltd.",1,1,0,3.81848241609502e-11,"1"
"3594","CytoVac A/S",1,1,0,0,"143"
"3595","National Board of Health, Denmark",1,1,0,0,"143"
"3596","Pharmacia Pharmaceutical Company",1,1,0,0,"13"
"3597","Scandinavian Breast Group",2,2,0,0,"13"
"3598","Swedish Cancer Foundation",3,3,0,7.1549482536777e-08,"13"
"3599","GENIS",1,1,0,3.92343058533311e-08,"13"
"3600","CAG in Cancer immunotherapy",1,1,0,3.96712311479379e-10,"13"
"3601","DCCC ctDNA Research Center",1,1,0,3.96712311752898e-10,"13"
"3602","Danish Cancer Research Foundation",1,1,0,3.96712311913931e-10,"13"
"3603","The Novo Nordic Foundation",1,1,0,3.96712311517852e-10,"13"
"3604","Velux Fonden",1,1,0,3.96712311476341e-10,"13"
"3605","Tel Aviv University",2,2,0,0,"4"
"3606","Katsunari Takifuji",1,1,0,0,"144"
"3607","Destroy Pancreatic Cancer",3,3,0,1.52644419785579e-07,"11"
"3608","DSCS CRO",1,1,0,0,"145"
"3609","Alliance Foundation Trials (AFT)",1,1,0,0.000322597560234538,"5"
"3610","Institut Jules Bordet/Clinical Trials Support Unit (IJB/CTSU)",1,1,0,0.000322597560234538,"5"
"3611","Norwegian Radium Hospital",1,1,0,0.000322597560234538,"5"
"3612","Sanofi-Synthélabo (Schweiz) AG",1,1,0,0.000322597560234538,"5"
"3613","Hokkaido University Hospital",1,1,0,0,"146"
"3614","Barts Cancer Institute",3,3,0,6.02412781792525e-08,"24"
"3615","Imaging Endpoints",1,1,0,3.86114961256578e-09,"11"
"3616","Princeton University",1,1,0,3.86114961260687e-09,"11"
"3617","Salk Institute for Biological Studies",1,1,0,3.8611496125332e-09,"11"
"3618","Purdue University",1,1,0,0,"5"
"3619","surge2surgery",1,1,0,2.18265990241576e-13,"5"
"3620","Casen Recordati S.L.",1,1,0,1.39096157278035e-09,"24"
"3621","Complejo Hospitalario Universitario de Santiago",1,1,0,1.39096157305741e-09,"24"
"3622","Complexo Hospitalario de Ourense",1,1,0,1.39096157301278e-09,"24"
"3623","Fundacion Cientifica de la Asociacion Española contra el Cancer",1,1,0,1.39096157278627e-09,"24"
"3624","Fundacion del Hospital Nacional de Paraplejicos para la Investigacion y la Integracion",1,1,0,1.39096157295345e-09,"24"
"3625","Gastrointestinal Oncology Group of the Spanish Gastroenterological Association",1,1,0,1.39096157265657e-09,"24"
"3626","Grupo Cooperativo para el Cribado del Cancer Colorrectal en España.",1,1,0,1.39096157275375e-09,"24"
"3627","Hospital General de Mostoles",1,1,0,1.39096157282941e-09,"24"
"3628","Hospital Universitario Doctor Peset",1,1,0,1.39096157297871e-09,"24"
"3629","Hospital Universitario Marqués de Valdecilla",1,1,0,1.39096157278049e-09,"24"
"3630","Hospital Universitario de Canarias",1,1,0,1.39096157305955e-09,"24"
"3631","Hospital de Calella",1,1,0,1.39096157299929e-09,"24"
"3632","Hospital de Manresa",1,1,0,1.39096157293738e-09,"24"
"3633","Hospital de Sant Pau",1,1,0,1.39096157290848e-09,"24"
"3634","Instituto de Investigación Sanitaria de la Fundación Jiménez Díaz",2,2,0,7.63567220602244e-08,"24"
"3635","Puerta de Hierro University Hospital",2,2,0,1.39096157272426e-09,"24"
"3636","Beaujon Hospital",1,1,0,0,"24"
"3637","Fundación Ramón Domínguez",1,1,0,0,"24"
"3638","Ministry of Health, Brazil",3,3,0,2.15147937326875e-05,"5"
"3639","University of Adelaide",3,3,0,0,"21"
"3640","Instituto Nacional del Cáncer, Argentina",2,2,0,0,"147"
"3641","Federal University of Health Science of Porto Alegre",1,1,0,0,"148"
"3642","Diogo Melo Pinto, MD, Hospital Pedro Hispano",1,1,0,0,"149"
"3643","Isabel Prieto, PhD, Hospital La Paz, Madrid",1,1,0,0,"149"
"3644","Silvestre Carneiro, PhD, Centro Hospitalar de São João",1,1,0,0,"149"
"3645","Telma Fonseca, MD, Centro Hospitalar de São João",1,1,0,0,"149"
"3646","Fleury Laboratory",1,1,0,0,"150"
"3647","Complexo Hospitalario Universitario de A Coruña",1,1,0,0,"24"
